adc_id,adc_name,drug_status,antibody_name,antigen_id,antigen_name,payload_id,payload_name,payload_identity,payload_target,payload_mechanism,linker_name,activity_id,standard_type,is_potency_endpoint,relation,value_raw,value_numeric,units,is_molar_unit,cell_line,disease_model,source_url,source_html
DRG0CYMEB,Trastuzumab emtansine,Approved in 2013,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0VZVPQ,DM1,PAY0VZVPQ,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002193,Half Maximal Inhibitory Concentration (IC50),1,=,0.06,0.06,ug/mL,0,Calu-3 cells,Lung adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CYMEB,data/raw/adcdb_idrblab/adc_details/DRG0CYMEB.html
DRG0CYMEB,Trastuzumab emtansine,Approved in 2013,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0VZVPQ,DM1,PAY0VZVPQ,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC002195,Half Maximal Inhibitory Concentration (IC50),1,=,0.27,0.27,ug/mL,0,MKN7 cells,Gastric tubular adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CYMEB,data/raw/adcdb_idrblab/adc_details/DRG0CYMEB.html
DRG0CYYHU,"Trastuzumab-Man-beta-1,4GlcNAc-MMAE",Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc",ADCC002243,Half Maximal Effective Concentration (EC50),1,>,> 10,10.0,uM,1,T-47D cells,Invasive breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CYYHU,data/raw/adcdb_idrblab/adc_details/DRG0CYYHU.html
DRG0CYYHU,"Trastuzumab-Man-beta-1,4GlcNAc-MMAE",Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc",ADCC002242,Half Maximal Effective Concentration (EC50),1,=,0.05 7.06,0.05,nM ng/mL,0,BT-474 cells,Invasive breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CYYHU,data/raw/adcdb_idrblab/adc_details/DRG0CYYHU.html
DRG0CYYHU,"Trastuzumab-Man-beta-1,4GlcNAc-MMAE",Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc",ADCC002241,Half Maximal Effective Concentration (EC50),1,=,0.07 11.07,0.07,nM ng/mL,0,SK-BR-3 cells,Breast adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CYYHU,data/raw/adcdb_idrblab/adc_details/DRG0CYYHU.html
DRG0CZZTF,Trastuzumab-MMAE conjugate DAR4,Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc-DBCO-PEG5-VC-PAB",ADCC002254,Half Maximal Effective Concentration (EC50),1,>,> 10,10.0,uM,1,T-47D cells,Invasive breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CZZTF,data/raw/adcdb_idrblab/adc_details/DRG0CZZTF.html
DRG0CZZTF,Trastuzumab-MMAE conjugate DAR4,Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc-DBCO-PEG5-VC-PAB",ADCC002253,Half Maximal Effective Concentration (EC50),1,=,0.10 16.05,0.1,nM ng/mL,0,BT-474 cells,Invasive breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0CZZTF,data/raw/adcdb_idrblab/adc_details/DRG0CZZTF.html
DRG0DBEFV,Anti-TNF ADC 131,Investigative,Anti-TNF mAb alpha-TNF,TAR0DEDPZ,Tumor necrosis factor receptor superfamily member 1A (TNFRSF1A),PAY0KYMOZ,GRM cpd 31,PAY0KYMOZ,Glucocorticoid receptor (NR3C1),Other,MP-Ala-Ala,ADCC001955,Half Maximal Effective Concentration (EC50),1,=,0.03,0.03,ug/mL,0,K-562 cells (TNF expression),Chronic myelogenous leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0DBEFV,data/raw/adcdb_idrblab/adc_details/DRG0DBEFV.html
DRG0DBEFV,Anti-TNF ADC 131,Investigative,Anti-TNF mAb alpha-TNF,TAR0DEDPZ,Tumor necrosis factor receptor superfamily member 1A (TNFRSF1A),PAY0KYMOZ,GRM cpd 31,PAY0KYMOZ,Glucocorticoid receptor (NR3C1),Other,MP-Ala-Ala,ADCC001956,Half Maximal Effective Concentration (EC50),1,=,50,50.0,ug/mL,0,K-562 cells,Chronic myelogenous leukemia,https://adcdb.idrblab.net/data/adc/details/DRG0DBEFV,data/raw/adcdb_idrblab/adc_details/DRG0DBEFV.html
DRG0DCQUW,Farletuzumab-sulfo SPDB-DM4,Investigative,Farletuzumab,TAR0QHAVI,Folate receptor alpha (FOLR1),PAY0GTSVM,Mertansine DM4,PAY0GTSVM,Microtubule (MT),microtubule-disrupting,Sulfo-SPDB,ADCC006405,Half Maximal Inhibitory Concentration (IC50),1,=,0.09,0.09,nM,1,IGROV-1 cells,Ovarian endometrioid adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DCQUW,data/raw/adcdb_idrblab/adc_details/DRG0DCQUW.html
DRG0DCQUW,Farletuzumab-sulfo SPDB-DM4,Investigative,Farletuzumab,TAR0QHAVI,Folate receptor alpha (FOLR1),PAY0GTSVM,Mertansine DM4,PAY0GTSVM,Microtubule (MT),microtubule-disrupting,Sulfo-SPDB,ADCC006406,Half Maximal Inhibitory Concentration (IC50),1,=,0.49,0.49,nM,1,OVCAR-3 cells,Ovarian serous adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DCQUW,data/raw/adcdb_idrblab/adc_details/DRG0DCQUW.html
DRG0DCQUW,Farletuzumab-sulfo SPDB-DM4,Investigative,Farletuzumab,TAR0QHAVI,Folate receptor alpha (FOLR1),PAY0GTSVM,Mertansine DM4,PAY0GTSVM,Microtubule (MT),microtubule-disrupting,Sulfo-SPDB,ADCC006407,Half Maximal Inhibitory Concentration (IC50),1,=,0.52,0.52,nM,1,NCI-H2110 cells,Lung non-small cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DCQUW,data/raw/adcdb_idrblab/adc_details/DRG0DCQUW.html
DRG0DCQUW,Farletuzumab-sulfo SPDB-DM4,Investigative,Farletuzumab,TAR0QHAVI,Folate receptor alpha (FOLR1),PAY0GTSVM,Mertansine DM4,PAY0GTSVM,Microtubule (MT),microtubule-disrupting,Sulfo-SPDB,ADCC006408,Half Maximal Inhibitory Concentration (IC50),1,=,0.85,0.85,nM,1,NCI-N87 cells,Gastric tubular adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DCQUW,data/raw/adcdb_idrblab/adc_details/DRG0DCQUW.html
DRG0DCQUW,Farletuzumab-sulfo SPDB-DM4,Investigative,Farletuzumab,TAR0QHAVI,Folate receptor alpha (FOLR1),PAY0GTSVM,Mertansine DM4,PAY0GTSVM,Microtubule (MT),microtubule-disrupting,Sulfo-SPDB,ADCC006409,Half Maximal Inhibitory Concentration (IC50),1,=,4.28,4.28,nM,1,A431 cells,Skin squamous cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DCQUW,data/raw/adcdb_idrblab/adc_details/DRG0DCQUW.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001276,Half Maximal Inhibitory Concentration (IC50),1,=,181,181.0,pM,1,A375.S2 cells,Amelanotic melanoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001278,Half Maximal Inhibitory Concentration (IC50),1,=,260,260.0,pM,1,Calu-6 cells,Lung adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001277,Half Maximal Inhibitory Concentration (IC50),1,=,275,275.0,pM,1,PA-1 cells,Ovarian mixed germ cell tumor,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001280,Half Maximal Inhibitory Concentration (IC50),1,=,319,319.0,pM,1,Hs 700T cells,Neoplasm,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001279,Half Maximal Inhibitory Concentration (IC50),1,=,585,585.0,pM,1,NCI-H1703 cells,Lung squamous cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001275,Half Maximal Inhibitory Concentration (IC50),1,=,767,767.0,pM,1,MDA-MB-468 cells,Breast adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001281,Half Maximal Inhibitory Concentration (IC50),1,=,910,910.0,pM,1,LN-229 cells,Glioblastoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001282,Half Maximal Inhibitory Concentration (IC50),1,=,1447,1447.0,pM,1,SW48 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DEGEG,Vobramitamab duocarmazine,Phase 2 (discontinued),Vobramitamab,TAR0GLSWQ,CD276 antigen (CD276),PAY0SOSMQ,Seco-DUBA,PAY0SOSMQ,Human deoxyribonucleic acid (hDNA),DNA-damaging,Mal-PEG2-Val-Cit-PABA-Cyclization Spacer,ADCC001283,Half Maximal Inhibitory Concentration (IC50),1,>,> 10,10.0,nM,1,Raji cells,EBV-related Burkitt lymphoma,https://adcdb.idrblab.net/data/adc/details/DRG0DEGEG,data/raw/adcdb_idrblab/adc_details/DRG0DEGEG.html
DRG0DGZOG,Anti-FGFR2/4 mAb-12425 SMCC-DM1,Investigative,Anti-FGFR2/4 mAb 12425,TAR0ODKQM,Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008353,Half Maximal Inhibitory Concentration (IC50),1,=,0.1-0.7,0.1,nM,1,CVCL_1581,Cecum adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DGZOG,data/raw/adcdb_idrblab/adc_details/DRG0DGZOG.html
DRG0DGZOG,Anti-FGFR2/4 mAb-12425 SMCC-DM1,Investigative,Anti-FGFR2/4 mAb 12425,TAR0ODKQM,Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008316,Half Maximal Inhibitory Concentration (IC50),1,=,0.15,0.15,nM,1,CVCL_0371,Down syndrome,https://adcdb.idrblab.net/data/adc/details/DRG0DGZOG,data/raw/adcdb_idrblab/adc_details/DRG0DGZOG.html
DRG0DGZOG,Anti-FGFR2/4 mAb-12425 SMCC-DM1,Investigative,Anti-FGFR2/4 mAb 12425,TAR0ODKQM,Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008351,Half Maximal Inhibitory Concentration (IC50),1,=,0.17,0.17,nM,1,CVCL_3425,Breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DGZOG,data/raw/adcdb_idrblab/adc_details/DRG0DGZOG.html
DRG0DGZOG,Anti-FGFR2/4 mAb-12425 SMCC-DM1,Investigative,Anti-FGFR2/4 mAb 12425,TAR0ODKQM,Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008301,Half Maximal Inhibitory Concentration (IC50),1,<,< 0.2,0.2,nM,1,CVCL_0076,Gastric adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DGZOG,data/raw/adcdb_idrblab/adc_details/DRG0DGZOG.html
DRG0DGZOG,Anti-FGFR2/4 mAb-12425 SMCC-DM1,Investigative,Anti-FGFR2/4 mAb 12425,TAR0ODKQM,Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008352,Half Maximal Inhibitory Concentration (IC50),1,=,1,1.0,nM,1,CVCL_1408,Breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DGZOG,data/raw/adcdb_idrblab/adc_details/DRG0DGZOG.html
DRG0DGZOG,Anti-FGFR2/4 mAb-12425 SMCC-DM1,Investigative,Anti-FGFR2/4 mAb 12425,TAR0ODKQM,Fibroblast growth factor receptor 2 (FGFR2); Fibroblast growth factor receptor 4 (FGFR4),PAY0JCIBW,Mertansine DM1,PAY0JCIBW,Microtubule (MT),microtubule-disrupting,Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC),ADCC008354,Half Maximal Inhibitory Concentration (IC50),1,>,> 30,30.0,nM,1,CVCL_1612,Gastric carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DGZOG,data/raw/adcdb_idrblab/adc_details/DRG0DGZOG.html
DRG0DKNMD,MAb-DMBA-SIL-MMAE,Investigative,Cetuximab,TAR0UYFIF,Epidermal growth factor receptor (EGFR),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,DMBA-SIL,ADCC002146,Half Maximal Inhibitory Concentration (IC50),1,=,0.1,0.1,nM,1,8505C cells,Thyroid gland anaplastic carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DKNMD,data/raw/adcdb_idrblab/adc_details/DRG0DKNMD.html
DRG0DNFUC,Trastuzumab-MMAE conjugate DAR2,Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc-DBCO-PEG5-VC-PAB",ADCC002252,Half Maximal Effective Concentration (EC50),1,>,> 10,10.0,uM,1,T-47D cells,Invasive breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNFUC,data/raw/adcdb_idrblab/adc_details/DRG0DNFUC.html
DRG0DNFUC,Trastuzumab-MMAE conjugate DAR2,Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc-DBCO-PEG5-VC-PAB",ADCC002250,Half Maximal Effective Concentration (EC50),1,=,0.07 10.67,0.07,nM ng/mL,0,SK-BR-3 cells,Breast adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNFUC,data/raw/adcdb_idrblab/adc_details/DRG0DNFUC.html
DRG0DNFUC,Trastuzumab-MMAE conjugate DAR2,Investigative,Trastuzumab,TAR0THKZD,Receptor tyrosine-protein kinase erbB-2 (HER2),PAY0FSXOW,Monomethyl auristatin E,PAY0FSXOW,Microtubule (MT),microtubule-disrupting,"Man-beta-1,4-GlcNAc-DBCO-PEG5-VC-PAB",ADCC002251,Half Maximal Effective Concentration (EC50),1,=,0.41 6.20,0.41,nM ng/mL,0,BT-474 cells,Invasive breast carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNFUC,data/raw/adcdb_idrblab/adc_details/DRG0DNFUC.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002771,Half Maximal Inhibitory Concentration (IC50),1,<,< 1,1.0,pM,1,DBTRG-05MG cells,Anaplastic astrocytoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002768,Half Maximal Inhibitory Concentration (IC50),1,<,< 1,1.0,pM,1,M059K cells,Glioblastoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002767,Half Maximal Inhibitory Concentration (IC50),1,<,< 1,1.0,pM,1,M059J cells,Glioblastoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002764,Half Maximal Inhibitory Concentration (IC50),1,<,< 1,1.0,pM,1,U-138MG cells,Astrocytoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002761,Half Maximal Inhibitory Concentration (IC50),1,=,1,1.0,pM,1,LS174T cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002746,Half Maximal Inhibitory Concentration (IC50),1,=,1,1.0,pM,1,SK-CO-1 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002734,Half Maximal Inhibitory Concentration (IC50),1,=,2.9,2.9,pM,1,SW48 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002740,Half Maximal Inhibitory Concentration (IC50),1,=,3,3.0,pM,1,HCC15 cells,Lung squamous cell carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002753,Half Maximal Inhibitory Concentration (IC50),1,=,4,4.0,pM,1,HT-29 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002749,Half Maximal Inhibitory Concentration (IC50),1,=,4,4.0,pM,1,DLD-1 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002775,Half Maximal Inhibitory Concentration (IC50),1,=,5,5.0,pM,1,SF264 cells,Gliosarcoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002747,Half Maximal Inhibitory Concentration (IC50),1,=,5,5.0,pM,1,SW620 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002744,Half Maximal Inhibitory Concentration (IC50),1,=,5,5.0,pM,1,HCT 116 cells,Colon carcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002772,Half Maximal Inhibitory Concentration (IC50),1,=,6,6.0,pM,1,SNB-19 cells,Astrocytoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002756,Half Maximal Inhibitory Concentration (IC50),1,=,6,6.0,pM,1,SW403 cells,Colon adenocarcinoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
DRG0DNWSM,ABT-700 (S238C)-PBD,Investigative,Telisotuzumab,TAR0AIJKM,Hepatocyte growth factor receptor (MET),PAY0IJSCK,PBD dimer,PAY0IJSCK,Human Deoxyribonucleic acid (hDNA),DNA-damaging,Mc-Val-Ala,ADCC002766,Half Maximal Inhibitory Concentration (IC50),1,<,< 7,7.0,pM,1,U-251MG cells,Astrocytoma,https://adcdb.idrblab.net/data/adc/details/DRG0DNWSM,data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html
