path,relative_path,top_level,suffix,bytes,sha256,note
data/raw/adcdb_idrblab/adc_details/DRG0DLBAB.html,adcdb_idrblab/adc_details/DRG0DLBAB.html,adcdb_idrblab,.html,31563,d9d9976323898e1d35f3d6a67e6e2b3747994d4f3ca51c9d2c68efc018202b07,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DLGFI.html,adcdb_idrblab/adc_details/DRG0DLGFI.html,adcdb_idrblab,.html,45060,d55efbe0a6a532b62335b12ae9c3ad011ee192933f05fbebd69dd2b36c2fb349,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DNFUC.html,adcdb_idrblab/adc_details/DRG0DNFUC.html,adcdb_idrblab,.html,44482,9328624eddb753520005cc4cbef97d1ffe43388b94592a5243b075333d32c5a4,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DNWSM.html,adcdb_idrblab/adc_details/DRG0DNWSM.html,adcdb_idrblab,.html,194481,9f5015e0335fbeff11bba37c98180bee4d6a3c235358ab451c5b89a0d1fb601f,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DRZRJ.html,adcdb_idrblab/adc_details/DRG0DRZRJ.html,adcdb_idrblab,.html,51955,39b6bca781bc7b8680f04b1c603d228f18e8ed23b320dd727808b24fb3a062b1,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DSCQI.html,adcdb_idrblab/adc_details/DRG0DSCQI.html,adcdb_idrblab,.html,41739,697034f2c9097a547c232b66b61a68400333785f4a22b634bc27fd986a7445e6,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DUYHC.html,adcdb_idrblab/adc_details/DRG0DUYHC.html,adcdb_idrblab,.html,31358,5166b53ad3a30a4b71799b1179e09789f3ab8ce3a4d24f625d103be7cd1751c3,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DVKOY.html,adcdb_idrblab/adc_details/DRG0DVKOY.html,adcdb_idrblab,.html,31803,50cc6f461fde6f1e42da6cc2b969c064051c1bd869e42f7d6c23b4949f4d86cf,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DWYOX.html,adcdb_idrblab/adc_details/DRG0DWYOX.html,adcdb_idrblab,.html,41719,b389115653cca6331c2b581ce8e2430fa3923e65e9801b80235a080b4764fa69,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
data/raw/adcdb_idrblab/adc_details/DRG0DYMWP.html,adcdb_idrblab/adc_details/DRG0DYMWP.html,adcdb_idrblab,.html,41739,99ec7bf160aa7ff52492c325e82da011dc511dce1fc7b0b38bcde4d6b1bb9fb4,Official ADCdb ADC detail HTML with component metadata and cell-line activity rows.
